store,price,friendly name,city,state,zip,address,Unnamed: 6
1144,239.0,Burbank,Burbank,CA,91504,2000 Empire Ave,
1143,239.0,Vacaville,Vacaville,CA,95688,1751 East Monte Vista Ave,
1142,239.0,S.W. Pensacola,Pensacola,FL,32505,4301 West Fairfield Dr,
1141,239.0,Kernersville,Kernersville,NC,27284,145 Harmon Creek Rd,
1140,239.0,Oviedo,Oviedo,FL,32765,1155 Vidina Pl,
1139,239.0,Macedonia,Northfield,OH,44067,8224 Golden Link Blvd,
1163,239.0,S.E. Memphis,Memphis,TN,38125,7895 Winchester Rd,
1764,239.0,E. Roanoke,Roanoke,VA,24012,4520 Challenger Ave,
1164,239.0,Wytheville,Wytheville,VA,24382,185 Dominion St,
1166,239.0,Columbus,Columbus,MS,39705,2301 Woodmont Dr,
1198,239.0,Woburn,Woburn,MA,1801,15 Commerce Way,
1197,239.0,Warwick,Warwick,RI,2886,510 Quaker Ln,
1196,239.0,Athens,Athens,TN,37303,1751 South Congress Pkwy,
1195,239.0,Plattsburgh,Plattsburgh,NY,12901,39 Centre Dr,
1193,239.0,East Peoria,East Peoria,IL,61611,201 Riverside Dr,
1192,239.0,Orangeburg,Orangeburg,NY,10962,206 Route 303,
1191,239.0,Noblesville,Noblesville,IN,46060,16800 Mercantile Blvd,
1190,239.0,Pinellas Park,Pinellas Park,FL,33781,7301 Park Blvd,
1189,239.0,Medford,Medford,NY,11763,2796 Route 112,
1188,239.0,Laurel,Laurel,MD,20707,14300 Baltimore Ave,
1187,239.0,E. Bartlett,Bartlett,TN,38133,8300 Highway 64,
1186,239.0,Hampton,Hampton,VA,23666,2002 Power Plant Pkwy,
1185,239.0,W. Windsor,Princeton,NJ,8540,3504 Brunswick Pike,
1184,239.0,S.W. Omaha,Omaha,NE,68130,18375 Wright St,
1181,239.0,Prattville,Prattville,AL,36066,2307 Cobbs Ford Rd,
1180,239.0,Lee's Summit,Lees Summit,MO,64081,1830 Northwest Chipman Rd,
1177,239.0,Colonie,Latham,NY,12110,790 Loudon Rd,
1176,239.0,Decatur,Decatur,AL,35601,1641 Beltline Rd SW,
1175,239.0,Central Columbus,Columbus,OH,43211,2345 Silver Dr,
1174,239.0,Brockton,Brockton,MA,2301,135 West Gate Dr,
1170,239.0,San Dimas,San Dimas,CA,91773,633 West Bonita Ave,
1168,239.0,Mooresville,Mooresville,IN,46158,851 Bridge St,
1167,239.0,Olympia,Olympia,WA,98516,4230 Martin Way East,
1165,239.0,Norman,Norman,OK,73069,2555 Hemphill Dr,
1765,239.0,Mt. Vernon,Mount Vernon,OH,43050,1010 Coshocton Ave,
1766,239.0,Jacksonville,Jacksonville,AR,72076,2301 T.P. White Dr,
1767,239.0,Shelbyville,Shelbyville,TN,37160,1734 North Main St,
2338,239.0,Western Hills,Cincinnati,OH,45247,6150 Harrison Rd,
2335,239.0,Martell,Jackson,CA,95642,12071 Industry Blvd,
2334,239.0,Turlock,Turlock,CA,95380,3303 Entertainment Way,
2333,239.0,Hibbing,Hibbing,MN,55746,12025 Highway 169,
2331,239.0,Carlsbad,Carlsbad,CA,92008,2515 Palomar Airport Rd,
2330,239.0,Mira Loma,Mira Loma,CA,91752,6413 Pats Ranch Rd,
2328,239.0,Paterson,Paterson,NJ,7504,265 Mclean Blvd,
2327,239.0,Derby,Derby,CT,6418,496 New Haven Ave,
2326,239.0,Lloyd,Highland,NY,12528,650 Route 299,
2322,239.0,Gilford,Gilford,NH,3249,1407 Lakeshore Rd,
2339,239.0,Strongsville,Strongsville,OH,44136,9149 Pearl Rd,
2321,239.0,Littleton,Littleton,NH,3561,1037 Meadow St,
2318,239.0,Ludington,Ludington,MI,49431,4460 West U.S. 10,
2315,239.0,Oak Park Heights,Oak Park Heights,MN,55082,5888 Nova Scotia Ave North,
2314,239.0,Republic,Republic,MO,65738,1225 U.S. Highway 60 East,
2312,239.0,Madison Heights,Madison Heights,MI,48071,434 West Twelve Mile,
2311,239.0,Lake St. Louis,Lake Saint Louis,MO,63367,6302 Ronald Reagan Dr,
2310,239.0,Machesney Park,Machesney Park,IL,61115,9700 North Alpine Rd,
2309,239.0,Wauwatosa,Wauwatosa,WI,53222,12000 West Burleigh St,
2308,239.0,Oshkosh,Oshkosh,WI,54904,1075 North Washburn St,
2305,239.0,Rochester Hills,Rochester Hills,MI,48307,3277 South Rochester Rd,
2304,239.0,Chicago,Chicago,IL,60652,7971 South Cicero,
2319,239.0,Beech Grove,Indianapolis,IN,46203,4444 South Emerson Ave,
2340,239.0,N.W. Wichita,Wichita,KS,67205,2626 North Maize Rd,
2341,239.0,Rancho Cordova,Rancho Cordova,CA,95670,3251 Zinfandel Dr,
2343,239.0,Hillsboro,Hillsboro,OH,45133,107 South Careytown Rd,
2369,239.0,W. Jackson,Jackson,MS,39204,2250 Greenway Dr,
2368,239.0,N. Concord,Kannapolis,NC,28083,3025 Dale Earnhardt Blvd,
2367,239.0,Panama City Beach,Panama City Beach,FL,32407,11751 Panama City Beach Pkwy,
2366,239.0,Evans,Evans,GA,30809,4305 Washington Rd,
2365,239.0,N.E. Gainesville,Gainesville,FL,32609,2564 N.W. 13th St,
2364,239.0,Deltona,Deltona,FL,32738,2170 Howland Blvd,
2363,239.0,Poinciana,Kissimmee,FL,34746,4420 Pleasant Hill Rd,
2362,239.0,Estero,Estero,FL,33928,10070 Estero Town Commons Pl,
2361,239.0,W. Cape Coral,Cape Coral,FL,33914,285 SW 25th Ln,
2360,239.0,N. Tampa,Tampa,FL,33618,12901 N. Dale Mabry Highway,
2358,239.0,Gaffney,Gaffney,SC,29341,1601 West Floyd Baker Blvd,
2357,239.0,N. Hagerstown,Hagerstown,MD,21740,12809 Shank Farm Way,
2356,239.0,Richland County,Columbia,SC,29223,10106 Two Notch Rd,
2355,239.0,State College,State College,PA,16803,104 Valley Vista Dr,
2354,239.0,La Plata,La Plata,MD,20646,300 Rosewick Rd,
2352,239.0,Charlotte - Northlake Mall,Charlotte,NC,28216,10275 Perimeter Pkwy,
2351,239.0,Indian Harbour Beach,Indian Harbour Beach,FL,32937,1934 Highway A1A,
2350,239.0,Waveland,Waveland,MS,39576,9020 Highway 603,
2349,239.0,St. Lucie West,Port St. Lucie,FL,34986,701 NW St. Lucie West Blvd,
2348,239.0,Central Charlotte,Charlotte,NC,28203,217 Iverson Way,
2346,239.0,Federal Way,Federal Way,WA,98003,35425 Enchanted Pkwy South,
2345,239.0,N.E. Lexington,Lexington,KY,40509,2300 Grey Lag Way,
2344,239.0,Pasco,Pasco,WA,99301,4520 Road 68,
2303,239.0,Arnold,Arnold,MO,63010,920 Arnold Commons,
2370,239.0,N. Hickory,Hickory,NC,28601,1450 2nd St NE,
2302,239.0,Belleville,Belleville,IL,62221,2501 Greenmount Commons,
2300,239.0,S. St. Louis,Saint Louis,MO,63111,932 Loughborough Ave,
2255,239.0,W. Jefferson,W. Jefferson,NC,28694,158 Lowe's Dr,
2254,239.0,Hialeah,Hialeah,FL,33012,1650 West 37th St,
2253,239.0,N. Lakeland,Lakeland,FL,33809,3600 North Rd 98,
2252,239.0,Stroudsburg,Bartonsville,PA,18321,5027 Windsor Dr,
2251,239.0,Daphne,Daphne,AL,36526,29645 Frederick Blvd,
2250,239.0,Potsdam,Potsdam,NY,13676,61 Country Ln,
2249,239.0,Clarkstown,Nanuet,NY,10954,100 Overlook Blvd,
2248,239.0,Seaford,Seaford,DE,19973,22880 Sussex Highway,
2247,239.0,Bethel Park,Bethel Park,PA,15102,5775 Baptist Rd,
2246,239.0,S. Parkersburg,Parkersburg,WV,26101,2 Walton Dr,
2256,239.0,Surf City,Hampstead,NC,28443,106 Wilkes Ln,
2245,239.0,N.E. Louisville,Louisville,KY,40241,4930 Norton Healthcare Blvd,
2241,239.0,Palm Coast,Palm Coast,FL,32164,315 Cypress Edge Dr,
2240,239.0,Lake Wales,Lake Wales,FL,33859,23227 U.S. Highway 27,
2239,239.0,S. Knoxville,Knoxville,TN,37920,7520 Mountain Grove Dr,
2238,239.0,Lutz,Lutz,FL,33549,21500 State Rd 54,
2237,239.0,Memphis,Memphis,TN,38122,585 North Perkins Rd,
2236,239.0,Mountain Home,Mountain Home,AR,72653,124 Charles Blackburn Dr,
2235,239.0,Decatur,Decatur,TX,76234,1201 West U.S. Highway 380 Business,
2234,239.0,Leesville,Leesville,LA,71446,2200 Mcrae St,
2233,239.0,Stony Brook,Stony Brook,NY,11790,2150 Nesconset Highway,
2232,239.0,S. Dekalb-lithonia,Lithonia,GA,30038,5375 Fairington Rd,
2244,239.0,Columbia,Elkridge,MD,21075,8281 Gateway Overlook Dr,
2257,239.0,Sylva,Sylva,NC,28779,1716 East Main St,
2258,239.0,Newark,Newark,DE,19711,2000 Ogletown Rd,
2260,239.0,Manahawkin,Manahawkin,NJ,8050,297 Route 72 West Suite 30,
2296,239.0,Riverton,Riverton City,UT,84065,12462 S. Creek Meadow Rd,
2295,239.0,Buckeye,Buckeye,AZ,85326,700 South Watson Rd,
2294,239.0,Menifee,Menifee,CA,92584,30472 Haun Rd,
2293,239.0,Lehi,Lehi,UT,84043,242 North 1200 East,
2291,239.0,Brewer,Brewer,ME,4412,15 Arista Dr,
2289,239.0,Oneida,Oneida,NY,13421,1200 Lowe's Dr,
2288,239.0,Wallingford,Wallingford,CT,6492,1094 North Colony Rd,
2284,239.0,Brooklyn - Kings Plaza,Brooklyn,NY,11234,5602 Ave U,
2282,239.0,E. Brandon,Brandon,FL,33511,1515 East Brandon Blvd,
2280,239.0,C. Dallas,Dallas,TX,75209,6011 Lemmon Ave,
2279,239.0,Sonora,Sonora,CA,95370,120 Old Wards Ferry Rd,
2278,239.0,Porterville,Porterville,CA,93257,500 West Vandalia Ave,
2277,239.0,Helena,Helena,MT,59602,3291 North Sanders St,
2275,239.0,Salt Lake City,Salt Lake City,UT,84115,1335 South 300 West,
2274,239.0,Castle Rock,Castle Rock,CO,80108,1360 New Beale St,
2273,239.0,Dublin,Dublin,CA,94568,3750 Dublin Blvd,
2272,239.0,Casa Grande,Casa Grande,AZ,85122,1436 East Florence Blvd,
2271,239.0,Las Vegas,Las Vegas,NV,89119,5825 South Eastern Ave,
2270,239.0,Ontario,Ontario,CA,91761,2390 South Grove Ave,
2268,239.0,W. Torrance,Torrance,CA,90505,2700 Skypark Dr,
2265,239.0,Augusta,Augusta,ME,4330,53 Crossing Way,
2263,239.0,Waterford,Waterford,CT,6385,167 Waterford Pkwy North,
2261,239.0,S. Naples,Naples,FL,34113,12730 Tamiami Trail East,
2301,239.0,Chicago - 83rd And Stewart,Chicago,IL,60620,8411 South Holland Rd,
2371,239.0,Cypress,Cypress,TX,77429,14128 Cypress-Rosehill Rd,
2372,239.0,Saugus,Saugus,MA,1906,1500 Broadway,
2374,239.0,N. Conway,Conway,NH,3818,32 Mountain Valley Blvd,
2487,239.0,Milan,Milan,TN,38358,15471 South First St,
2486,239.0,Buchanan,Appleton,WI,54915,W3255 Van Roy Rd,
2485,239.0,Edinburg,Edinburg,TX,78539,2802 West University Dr,
2484,239.0,E. Baton Rouge,Baton Rouge,LA,70816,1777 Millerville Rd,
2483,239.0,Catskill,Catskill,NY,12414,60 Catskill Commons,
2481,239.0,Escondido,Escondido,CA,92025,620 West Mission Ave,
2480,239.0,San Antonio,San Antonio,TX,78257,18303 Rim Dr,
2479,239.0,Brighton,Brighton,CO,80601,4980 East Bromley Ln,
2478,239.0,S. Warner Robins,Kathleen,GA,31047,1109 Highway 96,
2477,239.0,N.E. Las Vegas,Las Vegas,NV,89115,2465 N Nellis Blvd,
2488,239.0,Northport,Northport,AL,35476,5703 Mcfarland Blvd,
2476,239.0,Morgantown,Elverson,PA,19520,340 Crossing Blvd,
2473,239.0,Tulare,Tulare,CA,93274,1145 East Prosperity Ave,
2472,239.0,N. Jacksonville,Jacksonville,FL,32218,13125 City Square Dr,
2471,239.0,Bryant,Bryant,AR,72022,2330 North Reynolds Rd,
2470,239.0,Central New Orleans,New Orleans,LA,70117,2501 Elysian Fields Ave,
2468,239.0,Harlingen,Harlingen,TX,78550,4705 South Expy 77/83 ,
2466,239.0,Sioux Falls,Sioux Falls,SD,57106,4601 W. 26th St,
2465,239.0,Blaine,Blaine,MN,55434,11651 Ulysess St,
2464,239.0,Goose Creek,Goose Creek,SC,29445,520 Saint James Ave,
2462,239.0,Live Oak,Live Oak,FL,32064,208 72nd Trace,
2460,239.0,E. Paducah,Paducah,KY,42003,3131 Irvin Cobb Dr,
2474,239.0,Spring Hill,Spring Hill,TN,37174,2000 Belshire Way,
2489,239.0,Camden County,Kingsland,GA,31548,1410 East Boone Ave,
2490,239.0,Mayfield,Mayfield,KY,42066,1208C Paris Rd,
2491,239.0,Siloam Springs,Siloam Springs,AR,72761,3499 Highway 412 E,
792,239.0,Scottsdale,Scottsdale,AZ,85254,16285 North Scottsdale Rd,
2519,239.0,Starkville,Starkville,MS,39759,882 Highway 12 West,
2518,239.0,Owatonna,Owatonna,MN,55060,1280 21st Ave NW,
2517,239.0,Mebane,Mebane,NC,27302,200 Lowes Blvd,
2516,239.0,Flower Mound,Flower Mound,TX,75028,6200 Long Prairie Rd,
2514,239.0,Auburn,Auburn,ME,4210,650 Turner St,
2513,239.0,S.W. Austin,Austin,TX,78745,6400 Brodie Ln,
2512,239.0,Wasilla,Wasilla,AK,99654,2561 East Sun Mountain Ave,
2511,239.0,Sidney,Sidney,OH,45365,2700 Michigan St,
2510,239.0,Espanola,Espanola,NM,87532,407 Lowdermilk Ln,
2509,239.0,Elizabethton,Elizabethton,TN,37643,925 Patriot Dr,
2508,239.0,S. Antioch,Antioch,CA,94531,5503 Lone Tree Way,
2507,239.0,Lewisburg,Lewisburg,WV,24901,20 Gateway Blvd,
2506,239.0,Aransas Pass,Aransas Pass,TX,78336,150 South Fm 1069,
2505,239.0,Murphy,Murphy,NC,28906,198 Bulldog Dr,
2504,239.0,Derby,Derby,KS,67037,424 West Patriot Ave,
2503,239.0,Altoona,Altoona,IA,50009,3610 8th St SW,
2502,239.0,Lancaster,Lancaster,CA,93534,730 West Ave K,
2501,239.0,Farmington,Farmington,NM,87402,5451 East Pinon Hills Blvd,
2500,239.0,Brimfield Township,Kent,OH,44240,218 Nicholas Way,
2499,239.0,N. Lincoln,Lincoln,CA,95648,51 Lincoln Blvd,
2497,239.0,Maysville,Maysville,KY,41056,314 East Maple Leaf Rd,
2496,239.0,Thomaston,Thomaston,ME,4861,164 New County Rd,
2459,239.0,Chillicothe,Chillicothe,MO,64601,100 West Business 36,
2458,239.0,Pulaski County,Radford,VA,24141,6115 Lowes Dr,
2457,239.0,Auburndale,Auburndale,FL,33823,2301 U.S. Highway 92 West,
2453,239.0,Springville,Springville,NY,14141,440 South Cascade Dr,
2409,239.0,W. York,York,PA,17404,1175 Carlisle Rd,
2407,239.0,Scarborough,Scarborough,ME,4074,1000 Gallery Blvd,
2405,239.0,Avondale,Avondale,PA,19311,561 Hepburn Rd,
2402,239.0,Mantua Township,Sewell,NJ,8080,611 Woodbury Glassboro Rd,
2401,239.0,Ogdensburg,Ogdensburg,NY,13669,2001 Ford Street Extension,
2400,239.0,Herkimer,Herkimer,NY,13350,182 Lowes Blvd,
2399,239.0,Norwich,Norwich,NY,13815,5411 State Highway 12,
2397,239.0,N. Warwick,Warwick,RI,2886,555 Greenwich Ave,
2396,239.0,Killingly,Dayville,CT,6241,1150 Killingly Commons Dr,
2395,239.0,Torrington,Torrington,CT,6790,420 Winsted Rd,
2393,239.0,Plainville,Plainville,MA,2762,201 Washington St,
2391,239.0,S. Nashua,Nashua,NH,3060,143 Daniel Webster Highway,
2389,239.0,Voorhees,Voorhees,NJ,8043,144 Route 73 North,
2388,239.0,Sanford,Sanford,ME,4073,1900 Main St,
2386,239.0,Ware,Ware,MA,1082,348 Palmer Rd,
2385,239.0,Sayre,Sayre,PA,18840,2151 Elmira St,
2383,239.0,Cromwell,Cromwell,CT,6416,90 Berlin Rd,
2382,239.0,Salem,Salem,NH,3079,541 South Broadway,
2380,239.0,Syracuse,Syracuse,NY,13224,131 Simon Dr,
2379,239.0,Clay,Liverpool,NY,13090,3856 State Route 31,
2378,239.0,W. Philadelphia,Philadelphia,PA,19131,1500 North 50th St,
2376,239.0,Wareham,Wareham,MA,2571,2421 Cranberry Highway Suite 100,
2375,239.0,Hudson,Hudson,MA,1749,6 Highland Common East,
2411,239.0,Richland Township,Gibsonia,PA,15044,700 Grandview Crossing Rd,
2231,239.0,Cedar Rapids,Cedar Rapids,IA,52402,5300 Blairs Forest Blvd N.E.,
2412,239.0,Edwardsville,Edwardsville,PA,18704,50 West Side Mall,
2417,239.0,Scott Township,Carnegie,PA,15106,2100 Washington Pike,
2451,239.0,Se Huntsville,Owens Cross Roads,AL,35763,6584 Us Highway 431 South,
2450,239.0,Rocky River,Rocky River,OH,44116,20639 Center Rdg Rd,
2449,239.0,Rochester,Rochester,NH,3839,160 Washington Street Suite 800,
2448,239.0,Pittsboro,Pittsboro,NC,27312,121 Lowe's Dr,
2444,239.0,Hornell,Hornell,NY,14843,949 State Route 36,
2442,239.0,Fort Mill,Fort Mill,SC,29708,1640 Highway 160 West,
2441,239.0,Forney,Forney,TX,75126,902 Highway 80,
2440,239.0,Euless,Euless,TX,76039,3000 S.H. 121,
2438,239.0,S.W. Orlando,Clermont,FL,34714,16905 Cagan Crossings Blvd,
2437,239.0,Clermont,Clermont,FL,34711,1501 Sandy Grove Ave,
2436,239.0,Cape Carteret,Cape Carteret,NC,28584,401 WB Mclean Dr,
2435,239.0,Brookings,Brookings,SD,57006,812 25th Ave,
2434,239.0,Brockport,Brockport,NY,14420,300 Owens Rd,
2432,239.0,N. Westminster,Westminster,CO,80023,13650 Orchard Pkwy,
2431,239.0,Paramus,Paramus,NJ,7652,2000 Bergen Town Center,
2429,239.0,Wilmington,New Castle,DE,19720,2225 Hessler Blvd,
2428,239.0,Manchester Township,Manchester,NJ,8759,1053 Highway 70,
2424,239.0,N.E. Bakersfield,Bakersfield,CA,93305,1601 Columbus St,
2423,239.0,W. Colorado Springs,Colorado Springs,CO,80918,4880 N Nevada Ave,
2421,239.0,S. Phoenix,Phoenix,AZ,85041,1950 West Baseline Rd,
2420,239.0,Renton,Renton,WA,98055,1000 Garden Ave North,
2419,239.0,Littleton,Littleton,CO,80120,5095 S. Santa Fe Dr,
2418,239.0,Ruston,Ruston,LA,71270,809 Morrison Dr,
2414,239.0,Pocomoke City,Pocomoke City,MD,21851,275 Newtown Blvd,
2522,239.0,Lawrenceburg,Lawrenceburg,IN,47025,970 West Eads Pkwy,
2230,239.0,N. Bentonville,Bentonville,AR,72712,1100 N.W. Lowes Ave,
2228,239.0,Waynesboro,Waynesboro,PA,17268,12925 Washington Township Blvd,
1850,239.0,S. Scottsdale,Scottsdale,AZ,85257,7950 East Mcdowell Rd,
1849,239.0,S. Philadelphia,Philadelphia,PA,19148,2106 S. Christopher Columbus Blvd,
1848,239.0,N.E. Philadelphia,Philadelphia,PA,19114,9701 East Roosevelt Blvd,
1847,239.0,Canton,Canton,MI,48187,44080 Ford Rd,
1845,239.0,Chicago-Brickyard,Chicago,IL,60639,2630 N. Narragansett Ave,
1843,239.0,Central Bradenton,Bradenton,FL,34205,4012 14th St West,
1842,239.0,S. Central Jacksonville,Jacksonville,FL,32256,8054 Philips Highway,
1841,239.0,N.W. Miami-dade,Hialeah,FL,33015,17460 Northwest 57th Ave,
1839,239.0,Madison Heights,Madison Heights,VA,24572,150 River James Shopping Center,
1838,239.0,Claypool Hill,Pounding Mill,VA,24637,4375 Indian Paint Rd,
1852,239.0,Pacoima,Pacoima,CA,91331,13500 Paxton St,
1837,239.0,Upper Moreland,Willow Grove,PA,19090,4055 Welsh Rd,
1835,239.0,N. Cary,Cary,NC,27513,1920 N.W. Maynard Rd,
1834,239.0,Banner Elk,Banner Elk,NC,28604,2014 Tynecastle Highway,
1833,239.0,Coon Rapids,Coon Rapids,MN,55448,2700 Main St,
1832,239.0,N. Dartmouth,N. Dartmouth,MA,2747,55 Faunce Corner Rd,
1831,239.0,Westborough,Westborough,MA,1581,260-266 Turnpike Rd,
1830,239.0,Kansas City,Kansas City,KS,66102,6920 State Ave,
1827,239.0,Brooksville,Brooksville,FL,34601,7117 Broad St,
1826,239.0,Springdale,Springdale,AR,72762,4233 West Sunset Ave,
1825,239.0,Corpus Christi,Corpus Christi,TX,78412,1530 Airline Rd,
1824,239.0,Clackamas County,Milwaukie,OR,97222,13631 S.E. Johnson Rd,
1836,239.0,W. Summerlin,Las Vegas,NV,89144,851 South Pavilion Center Dr,
1853,239.0,Inverness,Inverness,FL,34453,2301 East Gulf To Lake Highway,
1854,239.0,Zephyrhills,Zephyrhills,FL,33541,7921 Gall Blvd,
1855,239.0,E. Ocala,Ocala,FL,34470,4600 East Silver Springs Blvd,
1879,239.0,Greenland,Greenland,NH,3840,1440 Greenland Rd,
1878,239.0,Apex,Apex,NC,27502,1101 Beaver Creek Commons Dr,
1877,239.0,Jefferson Highway,Jefferson,LA,70121,121 Jefferson Highway,
1875,239.0,Atlanta-Edgewood,Atlanta,GA,30307,1280 Caroline St N.E.,
1874,239.0,Longmont,Longmont,CO,80501,355 Ken Pratt Blvd,
1873,239.0,Northridge,Northridge,CA,91324,19601 West Nordhoff St,
1872,239.0,Puente Hills,City Of Industry,CA,91748,17789 Castleton St,
1871,239.0,Vallejo,Vallejo,CA,94591,401 Columbus Pkwy,
1870,239.0,Gainesville,Gainesville,VA,20155,13000 Gateway Center Dr,
1869,239.0,Millington,Millington,TN,38053,8490 Highway 51 North,
1868,239.0,Bloomsburg,Bloomsburg,PA,17815,50 Lunger Dr,
1867,239.0,Bethlehem,Bethlehem,PA,18018,1235 Martin Ct,
1866,239.0,Athens,Athens,OH,45701,983 East State St,
1865,239.0,Rome,Rome,NY,13440,1230 Erie Blvd West,
1864,239.0,Ithaca,Ithaca,NY,14850,130 Fairgrounds Memorial Pkwy,
1863,239.0,N.W. Las Vegas,Las Vegas,NV,89130,6050 West Craig Rd,
1862,239.0,E. Brunswick,East Brunswick,NJ,8816,339 State Highway Route 18,
1861,239.0,Cape May,Rio Grande,NJ,8242,3171 Route 9 South,
1860,239.0,Niles,Niles,MI,49120,2055 South 11th St,
1859,239.0,Allen Park,Allen Park,MI,48101,23111 Outer Dr,
1858,239.0,Leominster,Leominster,MA,1453,198 New Lancaster Rd,
1857,239.0,Raynham,Raynham,MA,2767,850 Route 44,
1856,239.0,Hinesville,Hinesville,GA,31313,735 West Oglethorpe Highway,
1823,239.0,White Lake,White Lake,MI,48386,8550 Highland Rd,
1880,239.0,Amsterdam,Amsterdam,NY,12010,4825 State Highway 30,
1822,239.0,Opelousas,Opelousas,LA,70570,1130 East Landry St,
1820,239.0,Palatka,Palatka,FL,32177,500 North State Rd 19,
1790,239.0,Livingston,Livingston,TX,77351,120 U.S. 59 Loop South,
1789,239.0,Paris,Paris,TN,38242,117 Memorial Dr,
1788,239.0,Forest City,Forest City,NC,28043,184 Lowe's Blvd,
1787,239.0,Vidalia,Vidalia,GA,30474,3209 East First St,
1786,239.0,FT. Payne,Fort Payne,AL,35968,1600 Glenn Blvd S.W.,
1785,239.0,Nampa,Nampa,ID,83651,1400 Nampa-Caldwell Blvd,
1784,239.0,Glenmont,Glenmont,NY,12077,271 Route 9 West,
1783,239.0,Douglas,Douglas,GA,31533,1340 S.E. Bowens Mill Rd,
1782,239.0,Crestview,Crestview,FL,32536,298 Rasberry Rd,
1781,239.0,Clovis,Clovis,NM,88101,3601 North Prince St,
1791,239.0,S.W. Tucson,Tucson,AZ,85746,1800 West Valencia Rd,
1780,239.0,N.E. Dallas,Dallas,TX,75238,11333 E. Northwest Highway,
1777,239.0,Erwin,Erwin,NC,28339,524 East Jackson Blvd,
1776,239.0,York,York,SC,29745,1010 East Liberty St,
1775,239.0,Searcy,Searcy,AR,72143,3701 East Race Ave,
1774,239.0,Mccomb,Mccomb,MS,39648,1802 Pikes Point Cir,
1773,239.0,Bluffton,Bluffton,IN,46714,2105 North Main St,
1772,239.0,Nacogdoches,Nacogdoches,TX,75965,220 North Stallings Dr,
1771,239.0,W. Dallas,Dallas,TX,75212,1710 Chalk Hill Rd East,
1770,239.0,Campbellsville,Campbellsville,KY,42718,205 Jefra Ave,
1769,239.0,Jasper,Jasper,TX,75951,900 West Gibson,
1768,239.0,Green,Akron,OH,44312,940 Interstate Pkwy,
1779,239.0,Sterling Heights,Sterling Height,MI,48310,2000 Metropolitan Pkwy,
1792,239.0,Pompano Beach,Pompano Beach,FL,33062,1851 North Federal Highway,
1793,239.0,E. Ellijay,East Ellijay,GA,30540,380 Highland Crossing,
1794,239.0,Valdosta,Valdosta,GA,31601,1106 North St. Augustine Rd,
1819,239.0,Hazard,Hazard,KY,41701,81 Commerce Dr,
1818,239.0,Tahlequah,Tahlequah,OK,74464,161 Meadow Creek Dr,
1817,239.0,Canandaigua,Canandaigua,NY,14424,4200 Recreation Dr,
1816,239.0,Millville,Millville,NJ,8332,113 Bluebird Ln,
1815,239.0,Roanoke Rapids,Roanoke Rapids,NC,27870,1600 Julian Allsbrook Highway,
1814,239.0,Commerce Township,Commerce Township,MI,48390,2745 West Maple Rd,
1813,239.0,Bossier City,Bossier City,LA,71111,2360 Airline Dr,
1812,239.0,Greeley,Greeley,CO,80634,2400 47th Ave,
1810,239.0,Sulphur Springs,Sulphur Springs,TX,75482,1711 South Broadway St,
1809,239.0,Festus,Festus,MO,63028,1111 Bradley St,
1808,239.0,Morehead,Morehead,KY,40351,100 Kroger Center,
1807,239.0,Sandy Springs,Sandy Springs,GA,30328,5925 Roswell Rd N.E.,
1806,239.0,S. Fayetteville,Fayetteville,AR,72704,3231 W. Martin Luther King Blvd,
1805,239.0,Buckhannon,Buckhannon,WV,26201,40 Clarksburg Rd,
1803,239.0,Culpeper,Culpeper,VA,22701,15150 Montanus Dr,
1802,239.0,Mt. Pleasant,Mount Pleasant,TX,75455,1220 Lakewood Dr,
1801,239.0,Gun Barrel City,Gun Barrel City,TX,75156,201 West Main St,
1800,239.0,Harriman,Harriman,TN,37748,1800 Roane State Highway,
1799,239.0,Athens,Athens,AL,35611,1109 U.S. Highway 72 East,
1798,239.0,Wake Forest,Wake Forest,NC,27587,11800 Galaxy Dr,
1797,239.0,Paintsville,Paintsville,KY,41240,527 North Mayo Trail,
1796,239.0,Glasgow,Glasgow,KY,42141,208 Sl Rogers Wells Blvd,
1795,239.0,Glen Carbon,Glen Carbon,IL,62034,159 Whistle Stop Dr,
1821,239.0,Carol Stream,Carol Stream,IL,60188,400 West Army Trail,
1881,239.0,E. Amherst,Williamsville,NY,14221,8150 Transit Rd,
1882,239.0,Orchard Park,Orchard Park,NY,14127,3195 Southwestern Blvd,
1883,239.0,W. Amherst,Amherst,NY,14228,1659 Niagara Falls Blvd,
1990,239.0,Brevard,Brevard,NC,28712,119 Ecusta Rd,
1989,239.0,Westminster,Westminster,CO,80031,5600 West 88th Ave,
1988,239.0,Olive Branch,Olive Branch,MS,38654,8370 Camp Creek Blvd,
1987,239.0,Lake Elsinore,Lake Elsinore,CA,92532,29335 Central Ave,
1986,239.0,Boiling Springs,Boiling Springs,SC,29316,170 Rainbow Lake Rd,
1985,239.0,Fairbanks,Fairbanks,AK,99701,425 Merhar Ave,
1984,239.0,Princeton,Princeton,WV,24740,1155 Oakvale Rd,
1983,239.0,Greenville,Greenville,SC,29607,1131 Woodruff Rd,
1982,239.0,Easton,Easton,MD,21601,501 Glebe Rd,
1980,239.0,Bensalem,Trevose,PA,19053,3421 Horizon Blvd,
2201,239.0,S. Asheville,Arden,NC,28704,19 Mckenna Rd,
1979,239.0,Seabrook,Seabrook,NH,3874,417 Lafayette Rd,
1973,239.0,Albany-northway Mall,Colonie,NY,12205,1482 Central Ave,
